1142,1137,"pneumococcal vaccine","fever","60 very common","","","","","",""
471,1410,"dipyridamole","hot flush","40 poss","","","","","",""
471,255,"dipyridamole","arrhythmia","40 poss","","","","","",""
471,197,"dipyridamole","angina","40 poss","","","","","",""
471,423,"dipyridamole","bronchospasm","40 poss","","","","","",""
471,450,"dipyridamole","cardiac arrest","40 poss","","","","","",""
471,517,"dipyridamole","chest pain","40 poss","","","","","",""
471,890,"dipyridamole","dizziness","40 poss","","","","","",""
471,1234,"dipyridamole","GI upset","40 poss","","","","","",""
471,1316,"dipyridamole","headache","40 poss","","","","","",""
475,2701,"disopyramide","photosensitivity","40 poss","","","","","",""
475,1512,"disopyramide","Hypoglycaemia","40 poss","","","","","",""
475,1531,"disopyramide","hypotension","40 poss","","","","","",""
475,2460,"disopyramide","oedema","40 poss","","","","","",""
475,1319,"disopyramide","heart block","40 poss","","","","","",""
475,2918,"disopyramide","QRS widening","40 poss","","","","","",""
475,2920,"disopyramide","QT prolongation","40 poss","","","","","",""
475,3285,"disopyramide","skin reaction","40 poss","","","","","",""
475,3402,"disopyramide","sweating","40 poss","","","","","",""
475,454,"disopyramide","cardiac collapse","40 poss","","","","","",""
475,1234,"disopyramide","GI upset","40 poss","","","","","",""
475,3670,"disopyramide","urinary retention","40 poss","","","","","",""
475,450,"disopyramide","cardiac arrest","40 poss","","","","","",""
475,255,"disopyramide","arrhythmia","40 poss","","","","","",""
475,951,"disopyramide","ECG abnormality","40 poss","","","","","",""
475,461,"disopyramide","cardiac failure","40 poss","","","","","",""
475,517,"disopyramide","chest pain","40 poss","","","","","",""
475,890,"disopyramide","dizziness","40 poss","","","","","",""
475,899,"disopyramide","drowsiness","40 poss","","","","","",""
475,908,"disopyramide","dry mouth","40 poss","","","","","",""
475,937,"disopyramide","dyspnoea","40 poss","","","","","",""
475,217,"disopyramide","anticholinergic effect","40 poss","","","","","",""
476,1334,"disulfiram","hepatic","40 poss","","","","","",""
476,2361,"disulfiram","neuritis","40 poss","","","","","",""
476,3285,"disulfiram","skin reaction","40 poss","","","","","",""
476,3150,"disulfiram","seizure","40 poss","","","","","",""
476,2872,"disulfiram","psychosis","40 poss","","","","","",""
476,2745,"disulfiram","polyneuritis","40 poss","","","","","",""
476,2662,"disulfiram","peripheral neuropathy","40 poss","","","","","",""
476,2500,"disulfiram","optic neuritis","40 poss","","","","","",""
476,2205,"disulfiram","mood change","40 poss","","","","","",""
476,1595,"disulfiram","impotence","40 poss","","","","","",""
476,1316,"disulfiram","headache","40 poss","","","","","",""
476,1234,"disulfiram","GI upset","40 poss","","","","","",""
476,899,"disulfiram","drowsiness","40 poss","","","","","",""
476,885,"disulfiram","disulfiram-ethanol reaction","40 poss","","","","","",""
476,2165,"disulfiram","metallic or garlic-like aftertaste","40 poss","","","","","",""
477,1722,"dobutamine hydrochloride","incr premature ventricular beats","40 poss","","","","","",""
477,201,"dobutamine hydrochloride","anginal","40 poss","","","","","",""
477,3436,"dobutamine hydrochloride","tachycardia","40 poss","","","","","",""
477,3235,"dobutamine hydrochloride","shortness of breath","40 poss","","","","","",""
477,3494,"dobutamine hydrochloride","thrombocytopenia","40 poss","","","","","",""
477,2963,"dobutamine hydrochloride","rash","40 poss","","","","","",""
477,2583,"dobutamine hydrochloride","palpitation","40 poss","","","","","",""
477,2327,"dobutamine hydrochloride","nausea","40 poss","","","","","",""
477,1494,"dobutamine hydrochloride","hypo/ hypertension","40 poss","","","","","",""
477,1316,"dobutamine hydrochloride","headache","40 poss","","","","","",""
477,1137,"dobutamine hydrochloride","fever","40 poss","","","","","",""
477,1007,"dobutamine hydrochloride","eosinophilia","40 poss","","","","","",""
477,423,"dobutamine hydrochloride","bronchospasm","40 poss","","","","","",""
477,1671,"dobutamine hydrochloride","incr HR","40 poss","","","","","",""
477,517,"dobutamine hydrochloride","chest pain","40 poss","","","","","",""
478,2914,"docetaxel","pyrexia","40 poss","","","","","",""
478,1426,"docetaxel","hyper/ hypotension","40 poss","","","","","",""
478,1467,"docetaxel","hypersensitivity","40 poss","","","","","",""
478,1810,"docetaxel","infection","40 poss","","","","","",""
478,1961,"docetaxel","labyrinth","40 poss","","","","","",""
478,1965,"docetaxel","lacrimation conjunctivitis","40 poss","","","","","",""
478,1996,"docetaxel","lethargy","40 poss","","","","","",""
478,2268,"docetaxel","myalgia","40 poss","","","","","",""
478,2381,"docetaxel","neurosensory symptoms","40 poss","","","","","",""
478,2460,"docetaxel","oedema","40 poss","","","","","",""
478,3359,"docetaxel","stomatitis","40 poss","","","","","",""
478,1321,"docetaxel","heart failure","40 poss","","","","","",""
478,2949,"docetaxel","raised LFTs","40 poss","","","","","",""
478,2387,"docetaxel","Neutropenia","40 poss","","","","","",""
478,212,"docetaxel","anorexia","40 poss","","","","","",""
478,1309,"docetaxel","hand and foot syndrome","40 poss","","","","","",""
478,3773,"docetaxel","visual disorder","40 poss","","","","","",""
478,178,"docetaxel","AML","40 poss","","","","","",""
478,257,"docetaxel","arthralgia","40 poss","","","","","",""
478,270,"docetaxel","asthenia","40 poss","","","","","",""
478,368,"docetaxel","blood dyscrasia","40 poss","","","","","",""
478,852,"docetaxel","DIC","40 poss","","","","","",""
478,942,"docetaxel","ear ache","40 poss","","","","","",""
478,1116,"docetaxel","fatigue","40 poss","","","","","",""
478,1137,"docetaxel","fever","40 poss","","","","","",""
478,1161,"docetaxel","fluid retention","40 poss","","","","","",""
478,1234,"docetaxel","GI upset","40 poss","","","","","",""
478,154,"docetaxel","alopecia","40 poss","","","","","",""
479,1818,"docusate sodium","inflammation","40 poss","","","","","",""
483,399,"dolasetron mesylate","bradycardia","40 poss","","","","","",""
483,1137,"dolasetron mesylate","fever","40 poss","","","","","",""
483,3436,"dolasetron mesylate","tachycardia","40 poss","","","","","",""
483,3189,"dolasetron mesylate","serotonin syndrome","40 poss","","","","","",""
483,2949,"dolasetron mesylate","raised LFTs","40 poss","","","","","",""
483,1531,"dolasetron mesylate","hypotension","40 poss","","","","","",""
483,1316,"dolasetron mesylate","headache","40 poss","","","","","",""
483,951,"dolasetron mesylate","ECG abnormality","40 poss","","","","","",""
483,899,"dolasetron mesylate","drowsiness","40 poss","","","","","",""
483,850,"dolasetron mesylate","diarrhoea","40 poss","","","","","",""
483,190,"dolasetron mesylate","anaphylactic reaction","40 poss","","","","","",""
483,890,"dolasetron mesylate","dizziness","40 poss","","","","","",""
484,1648,"dolutegravir","incr CPK","40 poss","","","","","",""
484,1116,"dolutegravir","fatigue","40 poss","","","","","",""
484,3389,"dolutegravir","suicidality","40 poss","","","","","",""
484,2842,"dolutegravir","pruritus","40 poss","","","","","",""
484,2022,"dolutegravir","lipase","40 poss","","","","","",""
484,2011,"dolutegravir","LFTs","40 poss","","","","","",""
484,1862,"dolutegravir","insomnia","40 poss","","","","","",""
484,1800,"dolutegravir","increased blood glucose","40 poss","","","","","",""
484,1784,"dolutegravir","incr total bilirubin","40 poss","","","","","",""
484,1764,"dolutegravir","incr serum creatinine","40 poss","","","","","",""
484,1567,"dolutegravir","immune reconstitution syndrome","40 poss","","","","","",""
484,1469,"dolutegravir","hypersensitivity reaction","40 poss","","","Y","","",""
484,1359,"dolutegravir","hepatitis","40 poss","","","","","",""
484,1234,"dolutegravir","GI upset","40 poss","","","","","",""
484,890,"dolutegravir","dizziness","40 poss","","","","","",""
484,829,"dolutegravir","depression","40 poss","","","","","",""
484,22,"dolutegravir","abnormal dreams","40 poss","","","","","",""
484,1316,"dolutegravir","headache","40 poss","","","","","",""
484,1643,"dolutegravir","incr cholesterol","40 poss","","","","","",""
485,890,"domperidone","dizziness","40 poss","","","","","",""
485,3415,"domperidone","symptoms of hperkalaemia","40 poss","","","Y","","",""
485,3323,"domperidone","somnolence","40 poss","","","","","",""
485,1723,"domperidone","incr prolactin","40 poss","","","","","",""
485,1316,"domperidone","headache","40 poss","","","","","",""
485,908,"domperidone","dry mouth","40 poss","","","","","",""
485,829,"domperidone","depression","40 poss","","","","","",""
485,255,"domperidone","arrhythmia","40 poss","","","Y","","",""
485,229,"domperidone","anxiety","40 poss","","","","","",""
485,991,"domperidone","endocrine disorder","40 poss","","","","","",""
486,3416,"donepezil hydrochloride","syncope","40 poss","","","","","",""
486,1316,"donepezil hydrochloride","headache","40 poss","","","","","",""
486,3809,"donepezil hydrochloride","weight decr","40 poss","","","","","",""
486,3150,"donepezil hydrochloride","seizure","40 poss","","","","","",""
486,3110,"donepezil hydrochloride","SA block","40 poss","","","","","",""
486,2242,"donepezil hydrochloride","muscle cramps","40 poss","","","","","",""
486,1862,"donepezil hydrochloride","insomnia","40 poss","","","","","",""
486,1820,"donepezil hydrochloride","influenza","40 poss","","","","","",""
486,1810,"donepezil hydrochloride","infection","40 poss","","","","","",""
486,1234,"donepezil hydrochloride","GI upset","40 poss","","","","","",""
486,1116,"donepezil hydrochloride","fatigue","40 poss","","","","","",""
486,1055,"donepezil hydrochloride","extrapyramidal disorder","40 poss","","","","","",""
486,890,"donepezil hydrochloride","dizziness","40 poss","","","","","",""
486,399,"donepezil hydrochloride","bradycardia","40 poss","","","","","",""
486,300,"donepezil hydrochloride","A-V block","40 poss","","","","","",""
486,270,"donepezil hydrochloride","asthenia","40 poss","","","","","",""
486,122,"donepezil hydrochloride","aggression","40 poss","","","","","",""
486,53,"donepezil hydrochloride","accident","40 poss","","","","","",""
487,3796,"dopamine hydrochloride","vomiting","40 poss","","","","","",""
487,3722,"dopamine hydrochloride","vasoconstriction","40 poss","","","","","",""
487,3436,"dopamine hydrochloride","tachycardia","40 poss","","","","","",""
487,2583,"dopamine hydrochloride","palpitation","40 poss","","","","","",""
487,2327,"dopamine hydrochloride","nausea","40 poss","","","","","",""
487,1531,"dopamine hydrochloride","hypotension","40 poss","","","","","",""
487,1316,"dopamine hydrochloride","headache","40 poss","","","","","",""
487,937,"dopamine hydrochloride","dyspnoea","40 poss","","","","","",""
487,198,"dopamine hydrochloride","angina pain","40 poss","","","","","",""
487,1191,"dopamine hydrochloride","gangrene","40 poss","","","","High dose","",""
488,1693,"doripenem","incr LFTs","40 poss","","","","","",""
488,1872,"doripenem","interstitial pneumonia","40 poss","","","","","",""
488,3800,"doripenem","vulvomycotic infection","40 poss","","","","","",""
488,2503,"doripenem","oral candidiasis","40 poss","","","","","",""
488,1316,"doripenem","headache","40 poss","","","","","",""
488,3150,"doripenem","seizure","40 poss","","","","","",""
488,1234,"doripenem","GI upset","40 poss","","","","","",""
488,1467,"doripenem","hypersensitivity","40 poss","","","","","",""
489,2914,"dornase alfa","pyrexia","40 poss","","","","","",""
489,3682,"dornase alfa","urticaria","40 poss","","","","","",""
489,2963,"dornase alfa","rash","40 poss","","","","","",""
489,2889,"dornase alfa","pulmonary function test decr","40 poss","","","","","",""
489,2685,"dornase alfa","pharyngitis","40 poss","","","","","",""
489,1973,"dornase alfa","laryngitis","40 poss","","","","","",""
489,935,"dornase alfa","dysphonia","40 poss","","","","","",""
489,932,"dornase alfa","dyspepsia","40 poss","","","","","",""
489,616,"dornase alfa","conjunctivitis","40 poss","","","","","",""
489,517,"dornase alfa","chest pain","40 poss","","","","","",""
489,937,"dornase alfa","dyspnoea","40 poss","","","","","",""
489,3096,"dornase alfa","Rhinitis","40 poss","","","","","",""
490,3459,"dorzolamide","TEN","40 poss","","","","","",""
490,2017,"dorzolamide","lid reactions","40 poss","","","","","",""
490,2327,"dorzolamide","nausea","40 poss","","","","","",""
490,2442,"dorzolamide","ocular complaints","40 poss","","","","","",""
490,2993,"dorzolamide","redness of skin","40 poss","","","","","",""
490,3255,"dorzolamide","SJS","40 poss","","","","","",""
490,3357,"dorzolamide","stinging sensation","40 poss","","","","","",""
490,3678,"dorzolamide","urolithiasis","40 poss","","","","","",""
490,3490,"dorzolamide","throat irritation","40 poss","","","","","",""
490,149,"dorzolamide","allergic reaction","40 poss","","","","","",""
490,1927,"dorzolamide","itching","40 poss","","","","","",""
490,3448,"dorzolamide","tearing","40 poss","","","","","",""
490,1080,"dorzolamide","eyelid crusting","40 poss","","","","","",""
490,937,"dorzolamide","dyspnoea","40 poss","","","","","",""
490,616,"dorzolamide","conjunctivitis","40 poss","","","","","",""
490,536,"dorzolamide","choroidal detachment","40 poss","","","","","",""
490,435,"dorzolamide","burning sensation","40 poss","","","","","",""
490,423,"dorzolamide","bronchospasm","40 poss","","","","","",""
490,376,"dorzolamide","blurred vision","40 poss","","","","","",""
490,270,"dorzolamide","asthenia","40 poss","","","","","",""
490,344,"dorzolamide","bitter taste","40 poss","","","","","",""
490,1316,"dorzolamide","headache","40 poss","","","","","",""
492,2963,"dosulepin (dothiepin) hydrochloride","rash","40 poss","","","","","",""
492,1225,"dosulepin (dothiepin) hydrochloride","GI disturbance","40 poss","","","","","",""
492,1467,"dosulepin (dothiepin) hydrochloride","hypersensitivity","40 poss","","","","","",""
492,1519,"dosulepin (dothiepin) hydrochloride","hyponatraemia","40 poss","","","","","",""
492,1573,"dosulepin (dothiepin) hydrochloride","impaired alertness","40 poss","","","","","",""
492,1686,"dosulepin (dothiepin) hydrochloride","incr IOP","40 poss","","","","","",""
492,2012,"dosulepin (dothiepin) hydrochloride","libido changes","40 poss","","","","","",""
492,1055,"dosulepin (dothiepin) hydrochloride","extrapyramidal disorder","40 poss","","","","","",""
492,2606,"dosulepin (dothiepin) hydrochloride","paraesthesia","40 poss","","","","","",""
492,482,"dosulepin (dothiepin) hydrochloride","Cardiovascular effects","40 poss","","","","","",""
492,2220,"dosulepin (dothiepin) hydrochloride","movement disorder","40 poss","","","","","",""
